Time,CenterOfMassX,CenterOfMassY,CenterOfMassZ,RotationAngle,WeightPositionX,WeightPositionY,WeightPositionZ
250.4332,-0.01198856,1.000901,0,45.80265,-0.1142329,1.00689,0
251.4363,-0.01198963,1.00085,0,45.99345,-0.1142533,1.006498,0
252.4366,-0.01199063,1.000799,0,46.18426,-0.1142726,1.006106,0
253.4396,-0.01199157,1.000748,0,46.37508,-0.1142906,1.005715,0
254.4401,-0.01199247,1.000695,0,46.56969,-0.1143078,1.005315,0
255.4409,-0.01199329,1.000644,0,46.76048,-0.1143234,1.004923,0
256.4441,-0.01199404,1.000593,0,46.9513,-0.1143379,1.004531,0
257.4483,-0.01199473,1.000542,0,47.14213,-0.1143511,1.004139,0
258.4534,-0.01199536,1.000491,0,47.33293,-0.1143631,1.003747,0
259.454,-0.01199592,1.00044,0,47.52373,-0.114374,1.003355,0
260.4567,-0.01199642,1.000389,0,47.71454,-0.1143836,1.002963,0
261.4571,-0.01199687,1.000338,0,47.90535,-0.1143921,1.002571,0
262.4602,-0.01199725,1.000286,0,48.09996,-0.1143994,1.002171,0
263.4604,-0.01199757,1.000234,0,48.29077,-0.1144055,1.001779,0
264.4605,-0.01199782,1.000183,0,48.48159,-0.1144103,1.001387,0
265.4633,-0.01199801,1.000132,0,48.6724,-0.1144139,1.000994,0
266.4636,-0.01199813,1.000081,0,48.86321,-0.1144164,1.000602,0
267.4666,-0.0119982,1.00003,0,49.054,-0.1144176,1.00021,0
268.4695,-0.0119982,0.9999784,0,49.24479,-0.1144176,0.9998175,0
269.4722,-0.01199814,0.9999272,0,49.43561,-0.1144165,0.9994252,0
270.475,-0.01199802,0.999876,0,49.62645,-0.1144141,0.9990329,0
271.4776,-0.01199783,0.9998249,0,49.81724,-0.1144105,0.9986408,0
272.4784,-0.01199758,0.9997736,0,50.00805,-0.1144058,0.9982484,0
273.4811,-0.01199726,0.9997215,0,50.20267,-0.1143997,0.9978484,0
274.482,-0.01199689,0.9996704,0,50.39347,-0.1143925,0.9974564,0
275.4832,-0.01199646,0.9996193,0,50.58428,-0.1143841,0.9970642,0
276.4853,-0.01199595,0.999568,0,50.77509,-0.1143745,0.996672,0
277.4865,-0.01199539,0.9995169,0,50.9659,-0.1143638,0.9962801,0
278.4873,-0.01199477,0.9994658,0,51.15671,-0.1143518,0.995888,0
279.4878,-0.01199408,0.9994146,0,51.34752,-0.1143386,0.9954959,0
280.4915,-0.01199333,0.9993635,0,51.53833,-0.1143243,0.995104,0
281.4947,-0.01199252,0.9993125,0,51.72912,-0.1143087,0.9947122,0
282.4949,-0.01199164,0.9992613,0,51.91994,-0.1142919,0.9943205,0
283.4952,-0.01199071,0.9992101,0,52.11075,-0.114274,0.9939286,0
284.4957,-0.01198971,0.999159,0,52.30157,-0.1142548,0.9935368,0
285.496,-0.01198865,0.9991081,0,52.49238,-0.1142345,0.9931453,0
286.5008,-0.0119875,0.999056,0,52.68699,-0.1142125,0.992746,0
287.5011,-0.01198631,0.9990048,0,52.87778,-0.1141897,0.9923545,0
288.5016,-0.01198506,0.9989538,0,53.06859,-0.1141658,0.9919631,0
289.5075,-0.01198375,0.9989028,0,53.25941,-0.1141406,0.9915718,0
290.5085,-0.01198237,0.9988517,0,53.45023,-0.1141142,0.9911805,0
291.5107,-0.01198094,0.9988007,0,53.64104,-0.1140867,0.9907894,0
292.5111,-0.01197944,0.9987497,0,53.83184,-0.1140579,0.9903985,0
293.5114,-0.01197787,0.9986987,0,54.02262,-0.114028,0.9900076,0
294.5139,-0.01197625,0.9986479,0,54.21344,-0.1139969,0.989617,0
295.5141,-0.01197456,0.998597,0,54.40426,-0.1139645,0.9892263,0
296.5146,-0.01197282,0.9985459,0,54.59507,-0.113931,0.9888358,0
297.5149,-0.011971,0.998495,0,54.78589,-0.1138963,0.9884453,0
298.516,-0.01196913,0.9984442,0,54.9767,-0.1138604,0.9880551,0
299.5179,-0.01196719,0.9983933,0,55.16748,-0.1138233,0.9876649,0
300.5198,-0.0119652,0.9983425,0,55.3583,-0.113785,0.9872751,0
301.52,-0.01196314,0.9982915,0,55.54911,-0.1137455,0.986885,0
302.5205,-0.01196097,0.9982396,0,55.74373,-0.113704,0.9864874,0
303.5209,-0.01195878,0.998189,0,55.93454,-0.1136621,0.9860981,0
304.524,-0.01195654,0.9981382,0,56.12534,-0.1136191,0.9857087,0
305.524,-0.01195423,0.9980872,0,56.31616,-0.1135748,0.9853193,0
306.5247,-0.01195186,0.9980366,0,56.50698,-0.1135293,0.9849301,0
307.5254,-0.01194943,0.9979858,0,56.69778,-0.1134827,0.9845412,0
308.5255,-0.01194693,0.9979351,0,56.88858,-0.1134349,0.9841524,0
309.5256,-0.01194437,0.9978845,0,57.07939,-0.1133859,0.9837639,0
310.5284,-0.01194175,0.9978337,0,57.27018,-0.1133357,0.9833755,0
311.5351,-0.01193907,0.9977831,0,57.46099,-0.1132843,0.9829872,0
312.5374,-0.01193632,0.9977324,0,57.65182,-0.1132317,0.9825991,0
313.539,-0.01193352,0.9976819,0,57.84263,-0.1131779,0.9822114,0
314.5423,-0.01193059,0.9976304,0,58.03726,-0.1131218,0.9818161,0
315.5424,-0.01192766,0.9975799,0,58.22806,-0.1130657,0.9814286,0
316.5435,-0.01192468,0.9975293,0,58.41886,-0.1130084,0.9810413,0
317.5463,-0.01192162,0.997479,0,58.60968,-0.1129498,0.9806544,0
318.5469,-0.0119185,0.9974284,0,58.80048,-0.1128901,0.9802675,0
319.5472,-0.01191533,0.9973779,0,58.99129,-0.1128292,0.9798808,0
320.5474,-0.01191209,0.9973275,0,59.18209,-0.1127672,0.9794945,0
321.5487,-0.01190879,0.9972773,0,59.37289,-0.1127039,0.9791085,0
322.5514,-0.01190543,0.9972269,0,59.56371,-0.1126395,0.9787225,0
323.5525,-0.01190201,0.9971765,0,59.75452,-0.1125739,0.9783368,0
324.5551,-0.01189853,0.9971262,0,59.94534,-0.1125071,0.9779512,0
325.5553,-0.01189498,0.9970759,0,60.13617,-0.1124391,0.977566,0
326.5577,-0.01189137,0.9970257,0,60.32694,-0.11237,0.9771811,0
327.5606,-0.01188763,0.9969746,0,60.52159,-0.1122983,0.9767888,0
328.5632,-0.0118839,0.9969243,0,60.7124,-0.1122268,0.9764043,0
329.5643,-0.0118801,0.9968745,0,60.9032,-0.1121541,0.9760204,0
330.5646,-0.01187625,0.9968243,0,61.09402,-0.1120802,0.9756364,0
331.5656,-0.01187234,0.9967743,0,61.28479,-0.1120052,0.9752528,0
332.5657,-0.01186836,0.9967243,0,61.47564,-0.111929,0.9748694,0
333.5676,-0.01186433,0.9966742,0,61.66642,-0.1118516,0.9744862,0
334.5706,-0.01186022,0.9966244,0,61.85729,-0.111773,0.9741035,0
335.5722,-0.01185607,0.9965745,0,62.04803,-0.1116934,0.9737211,0
336.5728,-0.01185185,0.9965246,0,62.2389,-0.1116125,0.9733388,0
337.5744,-0.01184757,0.9964746,0,62.42965,-0.1115304,0.9729567,0
338.5747,-0.01184322,0.9964249,0,62.62054,-0.1114472,0.9725751,0
339.5772,-0.01183882,0.9963754,0,62.81127,-0.1113628,0.9721941,0
340.5774,-0.01183436,0.9963256,0,63.00215,-0.1112773,0.9718129,0
341.5805,-0.01182975,0.9962751,0,63.19668,-0.1111889,0.9714249,0
342.5834,-0.01182516,0.9962253,0,63.38757,-0.1111009,0.9710443,0
343.5837,-0.01182051,0.9961756,0,63.57832,-0.1110119,0.9706642,0
344.5873,-0.0118158,0.9961264,0,63.76919,-0.1109217,0.9702846,0
345.5894,-0.01181104,0.9960769,0,63.95993,-0.1108303,0.9699054,0
346.5896,-0.01180621,0.9960273,0,64.15078,-0.1107378,0.9695261,0
347.5904,-0.01180132,0.9959778,0,64.34156,-0.1106441,0.9691473,0
348.5905,-0.01179637,0.9959285,0,64.53242,-0.1105492,0.9687689,0
349.5936,-0.01179136,0.9958792,0,64.72318,-0.1104532,0.9683909,0
350.5949,-0.01178629,0.9958301,0,64.91402,-0.110356,0.9680134,0
351.5981,-0.01178117,0.9957808,0,65.10478,-0.1102578,0.9676361,0
352.5994,-0.01177598,0.9957317,0,65.29565,-0.1101583,0.9672591,0
353.602,-0.01177062,0.9956816,0,65.49023,-0.1100556,0.9668751,0
354.6093,-0.01176531,0.9956324,0,65.68109,-0.1099538,0.9664986,0
355.6095,-0.01175994,0.9955833,0,65.87182,-0.1098509,0.9661228,0
356.6119,-0.01175451,0.9955342,0,66.06269,-0.1097468,0.9657471,0
357.6165,-0.01174902,0.9954853,0,66.25346,-0.1096416,0.9653721,0
358.6169,-0.01174347,0.9954366,0,66.44433,-0.1095352,0.9649974,0
359.6183,-0.01173786,0.9953877,0,66.63506,-0.1094277,0.9646232,0
360.6184,-0.01173219,0.995339,0,66.82593,-0.109319,0.9642493,0
361.619,-0.01172646,0.9952903,0,67.01669,-0.1092092,0.9638758,0
362.6218,-0.01172055,0.9952407,0,67.21139,-0.109096,0.9634951,0
363.6238,-0.01171471,0.995192,0,67.40212,-0.108984,0.9631224,0
364.6249,-0.01170879,0.9951434,0,67.59298,-0.1088707,0.96275,0
365.6257,-0.01170283,0.995095,0,67.78374,-0.1087563,0.9623783,0
366.6281,-0.0116968,0.9950464,0,67.9746,-0.1086408,0.9620066,0
367.6282,-0.01169072,0.9949982,0,68.16537,-0.1085242,0.9616357,0
368.6296,-0.01168457,0.9949499,0,68.3562,-0.1084064,0.9612651,0
369.632,-0.01167837,0.9949014,0,68.54697,-0.1082875,0.9608948,0
370.6327,-0.0116721,0.9948531,0,68.73782,-0.1081674,0.9605249,0
371.6351,-0.01166578,0.994805,0,68.9286,-0.1080462,0.9601556,0
372.6379,-0.0116594,0.9947569,0,69.11942,-0.1079239,0.9597868,0
373.6384,-0.01165296,0.9947088,0,69.31021,-0.1078005,0.9594183,0
374.6398,-0.01164646,0.9946609,0,69.50104,-0.1076759,0.9590503,0
375.6422,-0.01163977,0.9946119,0,69.69569,-0.1075477,0.9586754,0
376.6453,-0.01163316,0.9945641,0,69.88647,-0.1074209,0.9583083,0
377.6472,-0.01162648,0.9945163,0,70.0773,-0.1072929,0.9579418,0
378.6486,-0.01161975,0.9944686,0,70.26807,-0.1071639,0.9575757,0
379.6515,-0.01161295,0.9944208,0,70.45895,-0.1070336,0.9572098,0
380.6549,-0.0116061,0.9943732,0,70.6497,-0.1069024,0.9568448,0
381.6573,-0.01159919,0.9943256,0,70.84055,-0.1067699,0.95648,0
382.6592,-0.01159223,0.9942781,0,71.0313,-0.1066365,0.9561159,0
383.6594,-0.0115852,0.9942307,0,71.22216,-0.1065018,0.955752,0
384.6948,-0.01157784,0.9941814,0,71.42057,-0.1063606,0.9553742,0
385.6978,-0.01157069,0.994134,0,71.61138,-0.1062237,0.9550114,0
386.7014,-0.01156335,0.9940858,0,71.806,-0.1060829,0.9546419,0
387.7041,-0.01155609,0.9940386,0,71.99681,-0.1059438,0.9542802,0
388.7054,-0.01154877,0.9939916,0,72.18764,-0.1058035,0.9539191,0
389.7061,-0.01154139,0.9939445,0,72.37842,-0.1056622,0.9535583,0
390.7061,-0.01153396,0.9938973,0,72.56927,-0.1055197,0.9531979,0
391.7091,-0.01152647,0.9938504,0,72.76003,-0.1053762,0.9528383,0
392.7121,-0.01151893,0.9938037,0,72.9509,-0.1052315,0.9524791,0
393.7139,-0.01151133,0.9937568,0,73.14165,-0.1050858,0.9521204,0
394.714,-0.01150366,0.9937102,0,73.33247,-0.1049389,0.9517624,0
395.7148,-0.01149595,0.9936635,0,73.52328,-0.104791,0.9514048,0
396.7187,-0.01148817,0.993617,0,73.71409,-0.104642,0.9510479,0
397.7193,-0.01148034,0.9935704,0,73.90491,-0.1044919,0.9506912,0
398.7204,-0.01147229,0.9935231,0,74.0995,-0.1043377,0.9503283,0
399.7236,-0.01146434,0.9934768,0,74.29038,-0.1041853,0.9499729,0
400.7242,-0.01145634,0.9934306,0,74.48113,-0.1040319,0.9496182,0
401.7271,-0.01144828,0.9933843,0,74.67197,-0.1038774,0.9492638,0
402.7292,-0.01144016,0.993338,0,74.86275,-0.1037219,0.9489101,0
403.7292,-0.01143199,0.993292,0,75.05357,-0.1035653,0.9485569,0
404.7342,-0.01142376,0.9932461,0,75.24439,-0.1034075,0.9482045,0
405.7372,-0.01141548,0.9932,0,75.43517,-0.1032488,0.9478523,0
406.7379,-0.01140714,0.9931544,0,75.62603,-0.1030888,0.947501,0
407.7387,-0.01139874,0.9931085,0,75.81679,-0.1029279,0.9471501,0
408.7391,-0.01139029,0.9930627,0,76.00764,-0.1027659,0.9467997,0
409.7416,-0.01138161,0.9930163,0,76.20221,-0.1025996,0.9464433,0
410.7435,-0.01137304,0.9929705,0,76.39304,-0.1024354,0.946094,0
411.7441,-0.01136442,0.9929253,0,76.58386,-0.1022701,0.9457457,0
412.745,-0.01135575,0.99288,0,76.77464,-0.1021039,0.945398,0
413.7457,-0.01134701,0.9928348,0,76.96549,-0.1019365,0.9450507,0
414.7469,-0.01133823,0.9927893,0,77.15627,-0.1017681,0.9447039,0
415.7494,-0.01132938,0.9927442,0,77.34711,-0.1015986,0.9443579,0
416.7503,-0.01132049,0.9926994,0,77.53788,-0.1014281,0.9440128,0
417.7507,-0.01131153,0.9926541,0,77.72869,-0.1012565,0.9436676,0
418.7534,-0.01130253,0.9926094,0,77.91954,-0.1010838,0.9433237,0
419.7542,-0.01129346,0.9925646,0,78.11031,-0.1009101,0.9429802,0
420.7544,-0.01128435,0.9925197,0,78.30116,-0.1007354,0.942637,0
421.7556,-0.01127517,0.9924752,0,78.49193,-0.1005596,0.942295,0
422.7569,-0.01126595,0.9924308,0,78.68276,-0.1003828,0.9419535,0
423.7593,-0.01125667,0.9923862,0,78.87357,-0.1002049,0.9416124,0
424.7617,-0.01124715,0.9923409,0,79.06815,-0.1000224,0.9412653,0
425.7641,-0.01123775,0.9922966,0,79.25905,-0.09984237,0.9409255,0
426.7661,-0.01122831,0.9922523,0,79.44979,-0.09966141,0.9405865,0
427.7665,-0.01121881,0.9922082,0,79.64061,-0.09947935,0.9402481,0
428.7697,-0.01120926,0.9921641,0,79.83143,-0.09929626,0.9399105,0
429.7712,-0.01119966,0.99212,0,80.02222,-0.09911216,0.9395733,0
430.7754,-0.01118999,0.9920764,0,80.21309,-0.09892697,0.9392371,0
431.7784,-0.01118029,0.9920326,0,80.40382,-0.09874088,0.9389015,0
432.7792,-0.01117051,0.9919888,0,80.59467,-0.09855364,0.9385664,0
433.7806,-0.0111605,0.9919443,0,80.7893,-0.09836165,0.9382254,0
434.7823,-0.01115063,0.9919009,0,80.98006,-0.09817244,0.937892,0
435.7829,-0.0111407,0.9918576,0,81.17094,-0.0979821,0.937559,0
436.7869,-0.01113072,0.9918142,0,81.3617,-0.09779087,0.9372268,0
437.7886,-0.01112068,0.9917709,0,81.55251,-0.09759855,0.9368951,0
438.7891,-0.0111106,0.9917278,0,81.74332,-0.09740525,0.9365643,0
439.7916,-0.01110046,0.9916847,0,81.93412,-0.09721092,0.9362342,0
440.7943,-0.01109027,0.9916418,0,82.12497,-0.09701554,0.9359047,0
441.7946,-0.01108002,0.9915988,0,82.31573,-0.09681927,0.935576,0
442.7963,-0.01106973,0.9915561,0,82.50655,-0.09662192,0.9352481,0
443.7972,-0.01105938,0.9915133,0,82.6974,-0.09642354,0.9349206,0
444.7992,-0.01104899,0.9914709,0,82.88815,-0.09622426,0.9345944,0
445.8027,-0.01103832,0.9914273,0,83.0828,-0.09601986,0.9342617,0
446.8048,-0.01102781,0.9913849,0,83.27361,-0.09581851,0.9339367,0
447.8079,-0.01101726,0.9913427,0,83.4644,-0.0956162,0.9336123,0
448.8109,-0.01100665,0.9913003,0,83.65523,-0.09541284,0.9332886,0
449.8115,-0.01099599,0.9912581,0,83.84602,-0.09520853,0.9329656,0
450.814,-0.01098528,0.9912161,0,84.03683,-0.09500322,0.9326435,0
451.8152,-0.01097452,0.9911743,0,84.22762,-0.09479697,0.9323222,0
452.8179,-0.0109637,0.9911323,0,84.41844,-0.09458968,0.9320014,0
453.8209,-0.01095262,0.9910899,0,84.6131,-0.09437722,0.9316752,0
454.8218,-0.0109417,0.9910483,0,84.80386,-0.09416804,0.9313561,0
455.8328,-0.01093073,0.9910066,0,84.99468,-0.0939578,0.9310377,0
456.8337,-0.01091971,0.9909652,0,85.18555,-0.09374654,0.93072,0
457.8339,-0.01090865,0.9909239,0,85.37629,-0.09353446,0.9304034,0
458.8343,-0.01089753,0.9908828,0,85.56712,-0.09332132,0.9300873,0
459.8347,-0.01088636,0.9908415,0,85.75795,-0.0931072,0.9297718,0
460.838,-0.01087514,0.9908004,0,85.94871,-0.09289219,0.9294574,0
461.8396,-0.01086387,0.9907597,0,86.13953,-0.09267616,0.9291438,0
462.8406,-0.01085232,0.9907179,0,86.33418,-0.09245483,0.9288245,0
463.8411,-0.01084095,0.9906772,0,86.52496,-0.09223692,0.9285124,0
464.8438,-0.01082953,0.9906367,0,86.71579,-0.092018,0.9282011,0
465.844,-0.01081805,0.9905961,0,86.9066,-0.09179815,0.9278905,0
466.8465,-0.01080654,0.9905559,0,87.09739,-0.09157737,0.927581,0
467.8473,-0.01079497,0.9905156,0,87.28822,-0.09135561,0.927272,0
468.8497,-0.01078335,0.9904752,0,87.47901,-0.09113295,0.9269637,0
469.8505,-0.01077168,0.9904353,0,87.66982,-0.09090933,0.9266565,0
470.8618,-0.01075973,0.9903945,0,87.86445,-0.09068028,0.9263439,0
471.8662,-0.01074797,0.9903545,0,88.05526,-0.09045476,0.9260381,0
472.8691,-0.01073615,0.9903147,0,88.24607,-0.0902283,0.9257332,0
473.8714,-0.01072429,0.9902751,0,88.43687,-0.09000096,0.9254292,0
474.8726,-0.01071238,0.9902356,0,88.62769,-0.08977263,0.9251261,0
475.874,-0.01070042,0.9901962,0,88.81851,-0.08954339,0.9248238,0
476.8765,-0.01068841,0.9901568,0,89.00929,-0.08931326,0.9245223,0
477.877,-0.01067635,0.9901176,0,89.2001,-0.08908219,0.9242216,0
478.8777,-0.01066425,0.9900786,0,89.39094,-0.08885019,0.9239217,0
479.8783,-0.0106521,0.9900394,0,89.58171,-0.08861732,0.9236226,0
480.8857,-0.01063965,0.9899999,0,89.77635,-0.08837879,0.9233186,0
481.8882,-0.01062741,0.989961,0,89.96718,-0.08814403,0.9230213,0
482.8901,-0.01061511,0.9899224,0,90.15796,-0.08790842,0.9227247,0
483.893,-0.01060277,0.9898837,0,90.34878,-0.08767185,0.9224291,0
484.8948,-0.01059038,0.9898453,0,90.53961,-0.08743436,0.9221344,0
485.9048,-0.0105777,0.9898064,0,90.7342,-0.08719128,0.9218348,0
486.9056,-0.01056521,0.989768,0,90.92502,-0.08695199,0.9215417,0
487.9068,-0.01055268,0.9897299,0,91.11584,-0.08671181,0.9212495,0
488.9093,-0.01054011,0.9896921,0,91.30663,-0.08647078,0.9209585,0
489.912,-0.01052748,0.9896542,0,91.49745,-0.08622881,0.9206681,0
490.92,-0.01051456,0.9896155,0,91.69209,-0.08598112,0.9203727,0
491.9206,-0.01050184,0.9895779,0,91.88288,-0.08573741,0.9200841,0
492.923,-0.01048908,0.9895402,0,92.0737,-0.08549278,0.9197963,0
